Zip Code ZCTA,2010 Census Population,Country
46763,1631,US
46764,1497,US
46765,5341,US
46766,685,US
46767,8564,US
46770,2716,US
46771,105,US
46772,3411,US
46773,3662,US
46774,16008,US
46776,1484,US
46777,6259,US
46779,2166,US
46781,793,US
46783,6396,US
46784,2236,US
46785,1542,US
46786,102,US
46787,3893,US
46788,3260,US
46791,918,US
46792,3499,US
46793,4292,US
46794,1587,US
46795,5608,US
46797,3957,US
46798,1661,US
46799,212,US
46802,11086,US
46803,9758,US
46804,27245,US
46805,21306,US
46806,23560,US
46807,16072,US
46808,19309,US
46809,8947,US
46814,12281,US
46815,26522,US
46816,18116,US
46818,18790,US
46819,8765,US
46825,27931,US
46835,33604,US
46845,22117,US
46901,37633,US
46902,35697,US
46910,3360,US
46911,1439,US
46913,1329,US
46914,4908,US
46915,679,US
46917,1853,US
46919,2390,US
46920,1045,US
46922,61,US
46923,8048,US
46926,1708,US
46928,4951,US
46929,3214,US
46930,133,US
46931,188,US
46932,3448,US
46933,6414,US
46936,5922,US
46938,3200,US
46939,2101,US
46940,2548,US
46941,1125,US
46943,247,US
46946,136,US
46947,28866,US
46950,643,US
46951,2170,US
46952,20308,US
46953,24177,US
46957,558,US
46958,460,US
46959,231,US
46960,1218,US
46961,99,US
46962,9728,US
46967,98,US
46968,73,US
46970,23766,US
46974,1699,US
46975,14691,US
46978,2059,US
46979,4733,US
46982,2573,US
46984,224,US
46985,1441,US
46986,1915,US
46987,776,US
46988,823,US
46989,5195,US
46990,801,US
46991,1797,US
46992,16759,US
46994,2684,US
46996,7139,US
46998,112,US
47001,10422,US
47003,1040,US
47006,11727,US
47010,306,US
47011,1277,US
47012,10188,US
47016,793,US
47017,507,US
47018,4275,US
47020,1309,US
47022,3358,US
47023,1636,US
47024,3226,US
47025,22932,US
47030,1636,US
47031,5368,US
47032,3289,US
47034,158,US
47035,233,US
47036,1023,US
47037,4333,US
47038,1504,US
47040,5480,US
47041,6125,US
47042,4504,US
47043,5250,US
47060,6448,US
47102,7255,US
47104,41,US
47106,4718,US
47108,2463,US
47110,350,US
47111,14533,US
47112,16722,US
47114,399,US
47115,2622,US
47116,805,US
47117,4429,US
47118,3502,US
47119,10911,US
47120,938,US
47122,9979,US
47123,189,US
47124,4264,US
47125,1658,US
47126,4250,US
47129,19527,US
47130,44722,US
47135,1372,US
47136,4178,US
47137,1421,US
47138,4373,US
47140,2669,US
47141,1668,US
47142,1174,US
47143,3015,US
47145,1998,US
47147,945,US
47150,47472,US
47160,93,US
47161,3735,US
47162,829,US
47163,1746,US
47164,3779,US
47165,6438,US
47166,1302,US
47167,15014,US
47170,14795,US
47172,16059,US
47175,909,US
47177,1221,US
47201,41662,US
47203,25806,US
47220,5652,US
47223,1490,US
47224,636,US
47226,202,US
47227,1598,US
47229,3231,US
47230,2029,US
47231,1167,US
47232,2839,US
47234,1379,US
47235,1784,US
47240,20832,US
47243,5951,US
47244,786,US
47246,4342,US
47247,156,US
47250,21944,US
47260,1911,US
47263,236,US
47264,1428,US
47265,20911,US
47270,807,US
47272,2041,US
47273,1849,US
47274,28770,US
47280,813,US
47281,1324,US
47282,289,US
47283,3386,US
47302,27592,US
47303,25365,US
47304,30516,US
47305,4106,US
47306,6189,US
47320,4134,US
47324,138,US
47325,667,US
47326,2295,US
47327,4597,US
47330,5755,US
47331,23429,US
47334,3263,US
47335,761,US
47336,3807,US
47337,203,US
47338,2827,US
47339,669,US
47340,2914,US
47341,2283,US
47342,2693,US
47344,140,US
47345,1448,US
47346,4082,US
47348,9828,US
47351,471,US
47352,965,US
47353,5879,US
47354,1129,US
47355,2885,US
47356,5781,US
47357,1215,US
47358,996,US
47359,3143,US
47360,1546,US
47361,135,US
47362,30243,US
47367,191,US
47368,2845,US
47369,1343,US
47371,12226,US
47373,2226,US
47374,46875,US
47380,2004,US
47381,145,US
47382,200,US
47383,2960,US
47384,2000,US
47385,1612,US
47386,1231,US
47387,726,US
47388,384,US
47390,5310,US
47393,1704,US
47394,8470,US
47396,7030,US
47401,41011,US
47403,30955,US
47404,21026,US
47405,4427,US
47406,4730,US
47408,24776,US
47420,135,US
47421,27831,US
47424,9525,US
47427,1093,US
47429,7986,US
47431,1366,US
47432,4537,US
47433,4025,US
47434,76,US
47436,1663,US
47437,123,US
47438,4798,US
47441,9269,US
47443,1233,US
47446,9990,US
47448,7505,US
47449,413,US
47451,1228,US
47452,5359,US
47453,498,US
47454,7688,US
47455,124,US
47456,1200,US
47457,134,US
47458,36,US
47459,3795,US
47460,11471,US
47462,4871,US
47464,198,US
47465,750,US
47467,72,US
47468,1250,US
47469,1749,US
47470,1735,US
47471,2727,US
47501,17535,US
47512,3981,US
47513,1841,US
47514,1559,US
47515,965,US
47516,1249,US
47519,513,US
47520,3267,US
47521,927,US
47522,246,US
47523,3435,US
47524,605,US
47525,382,US
47527,1897,US
47528,476,US
47529,1042,US
47531,1004,US
47532,4627,US
47535,566,US
47536,40,US
47537,826,US
47541,1224,US
47542,9622,US
47546,21009,US
47550,854,US
47551,649,US
47552,182,US
47553,8495,US
47557,1432,US
47558,4406,US
47561,1588,US
47562,4658,US
47564,1352,US
47567,6021,US
47568,834,US
47574,148,US
47575,976,US
47576,388,US
47577,1143,US
47578,776,US
47579,2659,US
47580,289,US
47581,3883,US
47584,179,US
47585,592,US
47586,10932,US
47588,698,US
47590,713,US
47591,26770,US
47596,202,US
47597,1023,US
47598,3418,US
47601,13896,US
47610,5195,US
47611,1257,US
47612,861,US
47613,2679,US
47615,1611,US
47616,364,US
47619,1696,US
47620,13427,US
47630,34423,US
47631,2042,US
47633,2542,US
47634,2382,US
47635,5671,US
47637,1507,US
47638,3577,US
47639,4069,US
47640,1089,US
47648,4373,US
47649,1402,US
47654,70,US
47660,4934,US
47665,3637,US
47666,1447,US
47670,12352,US
47683,210,US
47708,439,US
47710,19527,US
47711,31457,US
47712,26012,US
47713,11032,US
47714,34107,US
47715,27063,US
47720,17413,US
47725,15851,US
47802,34532,US
47803,21102,US
47804,11020,US
47805,12852,US
47807,13045,US
47809,2687,US
47832,1040,US
47833,1010,US
47834,19215,US
47836,47,US
47837,1231,US
47838,4081,US
47840,1500,US
47841,2138,US
47842,10085,US
47846,638,US
47847,1077,US
47848,1691,US
47849,496,US
47850,2456,US
47853,134,US
47854,849,US
47855,546,US
47857,571,US
47858,698,US
47859,1066,US
47860,321,US
47861,616,US
47862,1610,US
47863,205,US
47865,79,US
47866,347,US
47868,2937,US
47869,137,US
47871,220,US
47872,8890,US
47874,3414,US
47876,394,US
47879,3302,US
47880,67,US
47881,465,US
47882,8430,US
47884,229,US
47885,9009,US
47901,3518,US
47904,16277,US
47905,38910,US
47906,66972,US
47907,0,US
47909,39373,US
47916,64,US
47917,491,US
47918,6321,US
47920,2414,US
47921,1078,US
47922,1623,US
47923,3494,US
47924,141,US
47925,203,US
47926,1097,US
47928,2047,US
47929,774,US
47930,1094,US
47932,5357,US
47933,27937,US
47940,1433,US
47941,1300,US
47942,660,US
47943,932,US
47944,3623,US
47946,2044,US
47948,1359,US
47949,1332,US
47950,912,US
47951,2252,US
47952,2798,US
47954,2220,US
47955,1088,US
47957,1894,US
47958,209,US
47959,2822,US
47960,15003,US
47963,1949,US
47964,122,US
47965,646,US
47966,461,US
47967,772,US
47968,982,US
47969,145,US
47970,2034,US
47971,1865,US
47974,1186,US
47975,653,US
47977,2206,US
47978,11793,US
47980,1096,US
47981,849,US
47982,143,US
47983,347,US
47987,4049,US
47989,1281,US
47990,1627,US
47991,1070,US
47992,1465,US
47993,3918,US
47994,476,US
47995,1743,US
47997,139,US
48001,11986,US
48002,3285,US
48003,6070,US
48005,5379,US
48006,4007,US
48009,20107,US
48014,4256,US
48015,8257,US
48017,11805,US
48021,32353,US
48022,2654,US
48023,5178,US
48025,14543,US
48026,14480,US
48027,3249,US
48028,1190,US
48030,16422,US
48032,2322,US
48033,16064,US
48034,12590,US
48035,34788,US
48036,20980,US
48038,41057,US
48039,7807,US
48040,9956,US
48041,4561,US
48042,27291,US
48043,16305,US
48044,52289,US
48045,24604,US
48047,39415,US
48048,7548,US
48049,5582,US
48050,1653,US
48051,17319,US
48054,7339,US
48059,15123,US
48060,40831,US
48062,9373,US
48063,4070,US
48064,4107,US
48065,10547,US
48066,47388,US
48067,24458,US
48069,2526,US
48070,6238,US
48071,29694,US
48072,14970,US
48073,32798,US
48074,9356,US
48075,21790,US
48076,25386,US
48079,12304,US
48080,22494,US
48081,20635,US
48082,16549,US
48083,22507,US
48084,14231,US
48085,24660,US
48088,22255,US
48089,31978,US
48091,31106,US
48092,25680,US
48093,23037,US
48094,18028,US
48095,4906,US
48096,3739,US
48097,5499,US
48098,19582,US
48101,28200,US
48103,53057,US
48104,38315,US
48105,33905,US
48108,26164,US
48109,6904,US
48111,42313,US
48114,19702,US
48116,26432,US
48117,10124,US
48118,12552,US
48120,8274,US
48122,10727,US
48124,31732,US
48125,21273,US
48126,47465,US
48127,36501,US
48128,10682,US
48130,14420,US
48131,6764,US
48133,5753,US
48134,21408,US
48135,27665,US
48137,4796,US
48138,10371,US
48139,206,US
48140,3095,US
48141,25366,US
48143,32,US
48144,9952,US
48145,3503,US
48146,38098,US
48150,27127,US
48152,31173,US
48154,38642,US
48157,1436,US
48158,7309,US
48159,2582,US
48160,13785,US
48161,26470,US
48162,29344,US
48164,9175,US
48165,6339,US
48166,11569,US
48167,21534,US
48168,21781,US
48169,20813,US
48170,39963,US
48173,12700,US
48174,31515,US
48176,21447,US
48177,218,US
48178,29320,US
48179,3274,US
48180,63131,US
48182,21708,US
48183,43182,US
48184,17643,US
48185,47618,US
48186,36506,US
48187,49148,US
48188,41025,US
48189,13632,US
48190,107,US
48191,4054,US
48192,25883,US
48193,15623,US
48195,30047,US
48197,61132,US
48198,38186,US
48201,12814,US
48202,16603,US
48203,28409,US
48204,27997,US
48205,44045,US
48206,21954,US
48207,20252,US
48208,10234,US
48209,32262,US
48210,31017,US
48211,7082,US
48212,39038,US
48213,27712,US
48214,22759,US
48215,13565,US
48216,5645,US
48217,8210,US
48218,7903,US
48219,46931,US
48220,22319,US
48221,38727,US
48223,25336,US
48224,44439,US
48225,14554,US
48226,5302,US
48227,45380,US
48228,52130,US
48229,9556,US
48230,16976,US
48233,0,US
48234,36140,US
48235,45063,US
48236,30607,US
48237,29319,US
48238,31743,US
48239,35524,US
48240,17722,US
48242,0,US
48243,0,US
48301,14127,US
48302,15360,US
48304,16009,US
48306,26691,US
48307,41369,US
48309,29135,US
48310,42766,US
48312,32720,US
48313,33952,US
48314,20245,US
48315,26563,US
48316,25404,US
48317,26610,US
48320,4589,US
48322,31265,US
48323,17708,US
48324,17350,US
48326,20298,US
48327,21559,US
48328,24960,US
48329,25009,US
48331,21503,US
48334,18540,US
48335,22398,US
48336,25486,US
48340,24307,US
48341,17139,US
48342,18407,US
48346,22567,US
48348,23387,US
48350,7100,US
48353,6481,US
48356,8407,US
48357,8170,US
48359,8044,US
48360,11651,US
48362,15141,US
48363,4978,US
48367,4727,US
48370,1685,US
48371,23155,US
48374,14049,US
48375,21801,US
48377,15244,US
48380,7404,US
48381,12605,US
48382,21945,US
48383,12701,US
48386,17434,US
48390,22898,US
48393,16111,US
48397,0,US
48401,1439,US
48411,156,US
48412,5682,US
48413,7551,US
48414,2492,US
48415,9471,US
48416,5002,US
48417,2983,US
48418,4312,US
48419,2740,US
48420,22078,US
48421,6647,US
48422,6400,US
48423,32708,US
48426,1022,US
48427,2879,US
48428,5027,US
48429,8944,US
48430,36738,US
48432,636,US
48433,26497,US
48434,104,US
48435,2083,US
48436,3764,US
48437,581,US
48438,6951,US
48439,49209,US
48440,157,US
48441,4085,US
48442,20669,US
48444,9327,US
48445,1370,US
48446,30749,US
48449,3147,US
48450,4780,US
48451,14767,US
48453,5146,US
48454,1324,US
48455,7974,US
48456,858,US
48457,8436,US
48458,20538,US
48460,2330,US
48461,8428,US
48462,13266,US
48463,4627,US
48464,2231,US
48465,629,US
48466,1578,US
48467,2337,US
48468,1294,US
48469,1245,US
48470,784,US
48471,5745,US
48472,1912,US
48473,22507,US
48475,2766,US
48476,577,US
48502,1164,US
48503,25168,US
48504,30926,US
48505,25710,US
48506,30019,US
48507,30607,US
48509,9470,US
48519,7465,US
48529,10271,US
48532,19375,US
48551,0,US
48553,0,US
48554,0,US
48601,38406,US
48602,30119,US
48603,26913,US
48604,13074,US
48607,1774,US
48609,12461,US
48610,3083,US
48611,6554,US
48612,9259,US
48613,1158,US
48614,1376,US
48615,3058,US
48616,7513,US
48617,8857,US
48618,5393,US
48619,465,US
48621,1359,US
48622,6491,US
48623,13993,US
48624,15810,US
48625,13152,US
48626,6078,US
48627,141,US
48628,1938,US
48629,7854,US
48630,69,US
48631,4643,US
48632,5125,US
48633,210,US
48634,4371,US
48635,1573,US
48636,864,US
48637,3359,US
48638,12922,US
48640,32690,US
48642,32277,US
48647,4420,US
48649,1576,US
48650,7253,US
48651,4690,US
48652,1548,US
48653,10293,US
48654,2521,US
48655,6460,US
48656,4058,US
48657,7981,US
48658,5138,US
48659,2850,US
48661,10691,US
48662,1594,US
48667,0,US
48701,1368,US
48703,3238,US
48705,535,US
48706,40596,US
48708,27262,US
48710,0,US
48720,1042,US
48721,411,US
48722,3123,US
48723,12479,US
48724,359,US
48725,2464,US
48726,6172,US
48727,1269,US
48728,290,US
48729,1586,US
48730,4716,US
48731,1683,US
48732,11483,US
48733,1758,US
48734,7444,US
48735,1051,US
48737,1245,US
48738,1269,US
48739,4043,US
48740,2556,US
48741,2086,US
48742,1647,US
48743,63,US
48744,4615,US
48745,1346,US
48746,8528,US
48747,1494,US
48748,1693,US
48749,1094,US
48750,8846,US
48754,1001,US
48755,3110,US
48756,4640,US
48757,3817,US
48759,3293,US
48760,1351,US
48761,1026,US
48762,1139,US
48763,5012,US
48765,725,US
48766,1270,US
48767,2162,US
48768,9832,US
48770,1891,US
48801,12923,US
48806,1676,US
48807,916,US
48808,5178,US
48809,11015,US
48811,5641,US
48813,21182,US
48815,2259,US
48816,121,US
48817,6422,US
48818,2407,US
48819,2701,US
48820,16641,US
48821,5836,US
48822,2714,US
48823,51302,US
48825,12596,US
48827,15971,US
48829,3254,US
48831,3512,US
48832,1393,US
48834,2090,US
48835,2680,US
48836,13510,US
48837,18926,US
48838,17863,US
48840,12501,US
48841,826,US
48842,20432,US
48843,42931,US
48845,1003,US
48846,20269,US
48847,6041,US
48848,7789,US
48849,5717,US
48850,4474,US
48851,2365,US
48852,150,US
48853,671,US
48854,18598,US
48855,14752,US
48856,966,US
48857,2453,US
48858,50025,US
48860,1334,US
48861,1522,US
48864,20148,US
48865,1903,US
48866,4851,US
48867,28264,US
48870,148,US
48871,1952,US
48872,7840,US
48873,1615,US
48874,180,US
48875,10186,US
48876,4014,US
48877,2392,US
48878,1677,US
48879,18075,US
48880,10669,US
48881,5501,US
48883,7122,US
48884,4427,US
48885,927,US
48886,2116,US
48888,6366,US
48889,1322,US
48890,2152,US
48891,2985,US
48892,4382,US
48893,5212,US
48894,2059,US
48895,11189,US
48896,154,US
48897,1525,US
48906,26634,US
48910,34560,US
48911,40111,US
48912,17035,US
48915,9218,US
48917,32062,US
48921,0,US
48933,2530,US
49001,22095,US
49002,18786,US
49004,15645,US
49006,26455,US
49007,10762,US
49008,16186,US
49009,42362,US
49010,17374,US
49011,2285,US
49012,3339,US
49013,5508,US
49014,22127,US
49015,26782,US
49017,20785,US
49021,6182,US
49022,31814,US
49024,28552,US
49026,2186,US
49027,161,US
49028,6387,US
49029,1606,US
49030,2523,US
49031,7884,US
49032,3105,US
49033,1760,US
49034,2389,US
49036,24868,US
49037,22576,US
49038,9310,US
49040,3388,US
49042,4892,US
49043,2462,US
49045,5598,US
49046,7281,US
49047,14805,US
49048,25432,US
49050,1557,US
49051,2436,US
49052,975,US
49053,7028,US
49055,6276,US
49056,4016,US
49057,6795,US
49058,19127,US
49060,1738,US
49061,1622,US
49064,3717,US
49065,6662,US
49066,722,US
49067,4522,US
49068,14646,US
49070,2451,US
49071,9174,US
49072,3164,US
49073,4951,US
49074,149,US
49075,121,US
49076,4589,US
49078,8902,US
49079,13606,US
49080,15802,US
49082,6579,US
49083,6961,US
49084,36,US
49085,23804,US
49087,6126,US
49088,3648,US
49089,1875,US
49090,13810,US
49091,19872,US
49092,2187,US
49093,18380,US
49094,4104,US
49095,1960,US
49096,3316,US
49097,10326,US
49098,5966,US
49099,5629,US
49101,3104,US
49102,1563,US
49103,11082,US
49104,868,US
49106,4636,US
49107,10382,US
49111,3346,US
49112,10171,US
49113,1904,US
49115,294,US
49116,394,US
49117,3951,US
49119,136,US
49120,37122,US
49125,2046,US
49126,1341,US
49127,10694,US
49128,3715,US
49129,609,US
49130,1659,US
49201,45190,US
49202,20661,US
49203,38280,US
49220,2290,US
49221,41310,US
49224,14224,US
49227,1284,US
49228,5545,US
49229,3245,US
49230,10475,US
49232,2801,US
49233,2646,US
49234,2579,US
49235,2117,US
49236,4838,US
49237,2980,US
49238,1735,US
49240,8703,US
49241,2579,US
49242,15248,US
49245,4845,US
49246,3255,US
49247,5768,US
49248,899,US
49249,3408,US
49250,6182,US
49251,6229,US
49252,2605,US
49253,3166,US
49254,3321,US
49255,1939,US
49256,3888,US
49259,2523,US
49261,290,US
49262,1280,US
49263,85,US
49264,1992,US
49265,4958,US
49266,2942,US
49267,4072,US
49268,1059,US
49269,5998,US
49270,5874,US
49271,2256,US
49272,2417,US
49274,3670,US
49276,1003,US
49277,3668,US
49279,797,US
49282,372,US
49283,4362,US
49284,3028,US
49285,5720,US
49286,14797,US
49287,2099,US
49288,1384,US
49289,167,US
49301,18701,US
49302,7585,US
49303,1129,US
49304,4328,US
49305,2264,US
49306,9244,US
49307,20112,US
49309,1843,US
49310,3016,US
49312,274,US
49315,19915,US
49316,20074,US
49318,1398,US
49319,16181,US
49320,21,US
49321,16241,US
49322,1212,US
49323,9410,US
49325,1909,US
49326,3752,US
49327,8406,US
49328,3885,US
49329,8641,US
49330,5440,US
49331,16627,US
49332,3019,US
49333,11191,US
49335,314,US
49336,4352,US
49337,12088,US
49338,1842,US
49339,2283,US
49340,2912,US
49341,33737,US
49342,1649,US
49343,5489,US
49344,3410,US
49345,13040,US
49346,5446,US
49347,1257,US
49348,12153,US
49349,8087,US
49401,20735,US
49402,1380,US
49403,2473,US
49404,8269,US
49405,1559,US
49406,884,US
49408,9091,US
49410,2005,US
49411,1538,US
49412,11065,US
49415,6480,US
49417,29183,US
49418,27417,US
49419,7791,US
49420,6420,US
49421,5991,US
49423,44977,US
49424,44760,US
49425,3660,US
49426,33244,US
49428,25420,US
49431,16875,US
49434,20,US
49435,3549,US
49436,1622,US
49437,6902,US
49440,953,US
49441,36308,US
49442,41214,US
49444,29456,US
49445,20784,US
49446,2321,US
49448,3410,US
49449,2675,US
49450,3302,US
49451,6012,US
49452,1952,US
49453,2626,US
49454,4574,US
49455,5034,US
49456,18581,US
49457,10565,US
49458,119,US
49459,1351,US
49460,8126,US
49461,8929,US
49464,27481,US
49503,35940,US
49504,39994,US
49505,31216,US
49506,31354,US
49507,35459,US
49508,39148,US
49509,26720,US
49512,15448,US
49519,27424,US
49525,27383,US
49534,21570,US
49544,8944,US
49546,31880,US
49548,30524,US
49601,21236,US
49611,236,US
49612,1121,US
49613,680,US
49614,2790,US
49615,4131,US
49616,1974,US
49617,3363,US
49618,761,US
49619,1110,US
49620,2445,US
49621,3096,US
49622,2494,US
49623,1164,US
49625,1379,US
49626,421,US
49627,206,US
49628,372,US
49629,2223,US
49630,1429,US
49631,6357,US
49632,1126,US
49633,3703,US
49634,116,US
49635,3350,US
49636,560,US
49637,3405,US
49638,824,US
49639,2557,US
49640,1618,US
49642,842,US
49643,6253,US
49644,2033,US
49645,1632,US
49646,8229,US
49648,2098,US
49649,7789,US
49650,3144,US
49651,7665,US
49653,1922,US
49654,690,US
49655,3173,US
49656,1534,US
49657,3683,US
49659,6801,US
49660,14066,US
49663,5874,US
49664,2067,US
49665,4413,US
49666,106,US
49667,549,US
49668,3625,US
49670,1891,US
49674,110,US
49675,1030,US
49676,3407,US
49677,6631,US
49679,1428,US
49680,1916,US
49682,4253,US
49683,1939,US
49684,37963,US
49686,32056,US
49688,2703,US
49689,1560,US
49690,6182,US
49701,1036,US
49705,937,US
49706,4585,US
49707,22701,US
49709,3618,US
49710,409,US
49712,7890,US
49713,1864,US
49715,3130,US
49716,806,US
49717,72,US
49718,701,US
49719,1362,US
49720,9172,US
49721,14436,US
49722,220,US
49724,1146,US
49725,766,US
49726,1058,US
49727,7145,US
49728,334,US
49729,1446,US
49730,2187,US
49733,1965,US
49735,19515,US
49736,578,US
49738,9924,US
49740,7042,US
49743,769,US
49744,823,US
49745,1089,US
49746,3685,US
49747,1921,US
49748,170,US
49749,4283,US
49751,2087,US
49752,515,US
49753,2057,US
49755,1892,US
49756,3857,US
49757,492,US
49759,1682,US
49760,713,US
49762,639,US
49764,139,US
49765,4154,US
49766,2417,US
49768,476,US
49769,1644,US
49770,16862,US
49774,1851,US
49775,95,US
49776,1888,US
49777,1640,US
49779,4639,US
49780,1946,US
49781,4020,US
49782,657,US
49783,19668,US
49788,6609,US
49791,329,US
49793,322,US
49795,2097,US
49796,320,US
49799,2327,US
49801,11424,US
49802,6230,US
49805,336,US
49806,627,US
49807,3390,US
49808,352,US
49812,925,US
49814,1429,US
49815,488,US
49816,724,US
49817,615,US
49818,988,US
49819,36,US
49820,382,US
49821,1354,US
49822,220,US
49825,299,US
49826,137,US
49827,897,US
49829,17347,US
49831,780,US
49833,266,US
49834,284,US
49835,802,US
49836,938,US
49837,9795,US
49838,504,US
49839,479,US
49840,771,US
49841,7016,US
49847,998,US
49848,128,US
49849,12242,US
49852,120,US
49853,1278,US
49854,6469,US
49855,33561,US
49858,12088,US
49861,616,US
49862,5025,US
49863,130,US
49864,54,US
49866,8034,US
49868,5409,US
49870,3329,US
49871,510,US
49872,206,US
49873,120,US
49874,1126,US
49876,1240,US
49877,67,US
49878,3583,US
49879,1038,US
49880,1142,US
49881,345,US
49883,151,US
49884,552,US
49885,1897,US
49886,435,US
49887,2474,US
49891,816,US
49892,1948,US
49893,1784,US
49894,680,US
49895,765,US
49896,1749,US
49901,346,US
49902,145,US
49903,133,US
49905,2005,US
49908,3292,US
49910,385,US
49911,2744,US
49912,1081,US
49913,7248,US
49915,630,US
49916,2765,US
49917,205,US
49918,120,US
49919,242,US
49920,4273,US
49921,360,US
49922,1043,US
49925,494,US
49927,483,US
49929,216,US
49930,6987,US
49931,9630,US
49934,900,US
49935,6096,US
49938,7945,US
49942,156,US
49945,2621,US
49946,4040,US
49947,1818,US
49948,590,US
49950,1121,US
49952,143,US
49953,2879,US
49955,371,US
49958,1270,US
49959,344,US
49960,185,US
49961,107,US
49962,260,US
49963,1024,US
49965,440,US
49967,492,US
49968,2247,US
49969,1401,US
49970,243,US
49971,483,US
50001,680,US
50002,1297,US
50003,6594,US
50005,730,US
50006,1676,US
50007,474,US
50008,878,US
50009,16136,US
50010,29359,US
50011,1390,US
50012,4062,US
50014,28094,US
50020,1407,US
50021,21595,US
50022,8494,US
50023,27986,US
50025,3325,US
50026,584,US
50027,285,US
50028,1681,US
50029,691,US
50032,399,US
50033,44,US
50034,490,US
50035,5387,US
50036,16287,US
50038,205,US
50039,329,US
50041,92,US
50042,309,US
50044,887,US
50046,1524,US
50047,5559,US
50048,861,US
50049,6493,US
50050,710,US
50051,283,US
50052,138,US
50054,3356,US
50055,913,US
50056,1372,US
50057,238,US
50058,1927,US
50060,2507,US
50061,1701,US
50062,741,US
50063,2604,US
50064,126,US
50065,583,US
50066,262,US
50067,302,US
50068,366,US
50069,1118,US
50070,1489,US
50071,1007,US
50072,2671,US
50073,1195,US
50074,334,US
50075,862,US
50076,1502,US
50078,126,US
50101,66,US
50102,87,US
50103,452,US
50104,128,US
50105,1158,US
50106,1039,US
50107,1099,US
50108,471,US
50109,2762,US
50111,9407,US
50112,11536,US
50115,2674,US
50116,299,US
50117,193,US
50118,1027,US
50119,498,US
50120,323,US
50122,1373,US
50123,818,US
50124,3750,US
50125,19556,US
50126,6853,US
50127,29,US
50128,360,US
50129,5228,US
50130,1648,US
50131,17499,US
50132,367,US
50133,567,US
50134,660,US
50135,1605,US
50136,445,US
50138,11720,US
50139,1288,US
50140,2969,US
50141,569,US
50142,931,US
50143,600,US
50144,2901,US
50146,438,US
50147,440,US
50148,432,US
50149,964,US
50150,984,US
50151,724,US
50153,734,US
50154,466,US
50155,255,US
50156,4412,US
50157,762,US
50158,31591,US
50160,465,US
50161,2047,US
50162,1233,US
50163,858,US
50164,652,US
50165,49,US
50166,1582,US
50167,748,US
50168,842,US
50169,3093,US
50170,2745,US
50171,2923,US
50173,696,US
50174,1429,US
50201,8199,US
50206,526,US
50207,2537,US
50208,20417,US
50210,1691,US
50211,11192,US
50212,3131,US
50213,6812,US
50214,850,US
50216,2824,US
50217,631,US
50218,139,US
50219,13939,US
50220,9020,US
50222,498,US
50223,480,US
50225,2940,US
50226,4724,US
50227,40,US
50228,2417,US
50229,932,US
50230,1083,US
50231,173,US
50232,537,US
50233,1388,US
50234,613,US
50235,483,US
50236,1550,US
50237,3095,US
50238,1182,US
50239,210,US
50240,2453,US
50242,439,US
50243,244,US
50244,1813,US
50246,735,US
50247,2515,US
50248,4420,US
50249,1332,US
50250,2330,US
50251,1270,US
50252,243,US
50254,282,US
50255,65,US
50256,501,US
50257,992,US
50258,1002,US
50261,2211,US
50262,453,US
50263,16069,US
50264,466,US
50265,31653,US
50266,23625,US
50268,993,US
50271,628,US
50272,152,US
50273,8251,US
50274,398,US
50275,532,US
50276,2517,US
50277,483,US
50278,842,US
50309,5431,US
50310,30221,US
50311,15113,US
50312,15339,US
50313,17376,US
50314,12465,US
50315,35853,US
50316,16440,US
50317,36207,US
50319,0,US
50320,20027,US
50321,7846,US
50322,31530,US
50323,10201,US
50324,4903,US
50325,15448,US
50327,10467,US
50401,29837,US
50420,377,US
50421,3032,US
50423,2976,US
50424,1482,US
50426,56,US
50428,9384,US
50430,518,US
50431,273,US
50432,252,US
50433,256,US
50434,498,US
50435,721,US
50436,5848,US
50438,4159,US
50439,289,US
50440,422,US
50441,5776,US
50444,353,US
50446,548,US
50447,1081,US
50448,695,US
50449,724,US
50450,2897,US
50451,537,US
50452,804,US
50453,588,US
50454,127,US
50455,450,US
50456,1741,US
50457,441,US
50458,2097,US
50459,3018,US
50460,364,US
50461,5613,US
50464,673,US
50465,250,US
50466,1828,US
50467,94,US
50468,1615,US
50469,1574,US
50470,275,US
50471,689,US
50472,2394,US
50473,268,US
50475,1757,US
50476,804,US
50477,347,US
50478,775,US
50479,684,US
50480,880,US
50482,774,US
50483,781,US
50484,444,US
50501,29078,US
50510,1116,US
50511,7137,US
50514,1452,US
50515,279,US
50516,719,US
50517,1051,US
50518,381,US
50519,624,US
50520,144,US
50521,104,US
50522,857,US
50523,604,US
50524,521,US
50525,3583,US
50527,223,US
50528,383,US
50529,837,US
50530,1205,US
50531,242,US
50532,873,US
50533,4130,US
50535,885,US
50536,4541,US
50538,503,US
50539,566,US
50540,1022,US
50541,872,US
50542,933,US
50543,1492,US
50544,515,US
50545,205,US
50546,346,US
50548,5869,US
50551,158,US
50554,1625,US
50556,292,US
50557,750,US
50558,618,US
50559,348,US
50560,590,US
50561,520,US
50562,527,US
50563,2500,US
50565,468,US
50566,433,US
50567,226,US
50568,1398,US
50569,836,US
50570,248,US
50571,394,US
50573,68,US
50574,2181,US
50575,969,US
50576,423,US
50577,410,US
50578,646,US
50579,2405,US
50581,996,US
50582,234,US
50583,2855,US
50585,1176,US
50586,307,US
50588,12756,US
50590,879,US
50591,320,US
50593,64,US
